url,paragraph_1,paragraph_2,output
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=443762&diff=444769&from=444769-534-diff&rnd=9DvCOA#n1Nd3pUyUZ6ER7bx,"3.1. Решение о сносе самовольной постройки либо решение о сносе самовольной постройки или ее приведении в соответствие с установленными требованиями принимается судом либо в случаях, предусмотренных пунктом 4 настоящей статьи, органом местного самоуправления поселения, городского округа (муниципального района при условии нахождения самовольной постройки на межселенной территории).","3.1. Решение о сносе самовольной постройки либо решение о сносе самовольной постройки или ее приведении в соответствие с установленными требованиями принимается судом либо в случаях, предусмотренных пунктом 4 настоящей статьи, органами местного самоуправления в соответствии с их компетенцией, установленной законом.","[{'span_1': '3.1. Решение о сносе самовольной постройки ', 'span_2': '3.1. Решение о сносе самовольной постройки ', 'reasoning': 'спаны идентичны', 'label': 'equivalent'}, {'span_1': 'либо решение о сносе самовольной постройки или ее приведении в соответствие с установленными требованиями ', 'span_2': 'либо решение о сносе самовольной постройки или ее приведении в соответствие с установленными требованиями ', 'reasoning': 'спаны идентичны', 'label': 'equivalent'}, {'span_1': 'принимается судом ', 'span_2': 'принимается судом ', 'reasoning': 'спаны идентичны', 'label': 'equivalent'}, {'span_1': 'либо в случаях, предусмотренных пунктом 4 настоящей статьи, ', 'span_2': 'либо в случаях, предусмотренных пунктом 4 настоящей статьи, ', 'reasoning': 'спаны идентичны', 'label': 'equivalent'}, {'span_1': 'органом местного самоуправления поселения, городского округа (муниципального района при условии нахождения самовольной постройки на межселенной территории)', 'span_2': 'органами местного самоуправления в соответствии с их компетенцией, установленной законом.', 'reasoning': 'Первый спан уточняет, какие органы местного самоуправления могут принимать решение, тогда как второй спан оставляет это на усмотрение закона.', 'label': 'contradiction'}]"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=443762&diff=418167&from=443762-3164-diff&rnd=9DvCOA#c7ld3pUEf1QiT9Yy2,"4) доверенности совершеннолетних дееспособных граждан, проживающих в стационарных организациях социального обслуживания, которые удостоверены администрацией этой организации или руководителем (его заместителем) соответствующего органа социальной защиты населения.","4) доверенности совершеннолетних дееспособных граждан, проживающих в стационарных организациях социального обслуживания, которые удостоверены руководителями (их заместителями) таких организаций.","[{'span_1': '4) доверенности совершеннолетних дееспособных граждан, проживающих в стационарных организациях социального обслуживания, которые удостоверены', 'span_2': '4) доверенности совершеннолетних дееспособных граждан, проживающих в стационарных организациях социального обслуживания, которые удостоверены', 'reasoning': 'спаны идентичны', 'label': 'equivalent'}, {'span_1': 'администрацией этой организации или руководителем (его заместителем) соответствующего органа социальной защиты населения.', 'span_2': 'руководителями (их заместителями) таких организаций.', 'reasoning': 'Первый спан упоминает удостоверение администрацией организации или руководителем (его заместителем) соответствующего органа социальной защиты. Второй спан упоминает только руководителей (их заместителей) таких организаций.', 'label': 'contradiction'}]"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=418167&from=418167-2841-diff&rnd=9DvCOA#liHe3pUYJqjpS8Ik,"4. Общество с ограниченной ответственностью для проверки и подтверждения правильности годовой бухгалтерской (финансовой) отчетности вправе, а в случаях, предусмотренных законом, обязано ежегодно привлекать аудитора, не связанного имущественными интересами с обществом или его участниками (внешний аудит). Такой аудит также может быть проведен по требованию любого из участников общества.","4. Общество с ограниченной ответственностью для проведения аудита годовой бухгалтерской (финансовой) отчетности вправе, а в случаях, предусмотренных законом, обязано ежегодно привлекать аудиторскую организацию или индивидуального аудитора, которые должны быть независимы в соответствии с законом об аудиторской деятельности.
Аудит бухгалтерской (финансовой) отчетности общества с ограниченной ответственностью проводится по требованию любого из участников общества.","[{'span_1': '4. Общество с ограниченной ответственностью для проверки и подтверждения правильности годовой бухгалтерской (финансовой) отчетности', 'span_2': '4. Общество с ограниченной ответственностью для проведения аудита годовой бухгалтерской (финансовой) отчетности', 'reasoning': 'Первый спан говорит о проверке и подтверждении правильности отчетности, а второй — о проведении аудита. Это более узкий и формализованный процесс.', 'label': 'contradiction'}, {'span_1': 'вправе, а в случаях, предусмотренных законом, обязано ежегодно привлекать аудитора', 'span_2': 'вправе, а в случаях, предусмотренных законом, обязано ежегодно привлекать аудиторскую организацию или индивидуального аудитора', 'reasoning': 'Первый спан говорит о привлечении аудитора, второй спан уточняет, что это может быть как аудиторская организация, так и индивидуальный аудитор.', 'label': 'contradiction'}, {'span_1': 'не связанного имущественными интересами с обществом или его участниками (внешний аудит)', 'span_2': 'которые должны быть независимы в соответствии с законом об аудиторской деятельности', 'reasoning': 'Первый спан упоминает отсутствие имущественных интересов, второй спан указывает на независимость согласно закону. Независимость более охватывающий термин.', 'label': 'contradiction'}, {'span_1': 'Такой аудит также может быть проведен по требованию любого из участников общества.', 'span_2': 'Аудит бухгалтерской (финансовой) отчетности общества с ограниченной ответственностью проводится по требованию любого из участников общества.', 'reasoning': 'Оба спана говорят о том, что аудит может быть проведен по требованию участников общества, но во втором спане это утверждение более категорично. Отличие в нюансе формулировки.', 'label': 'equivalent'}]"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=418167&from=418167-2841-diff&rnd=9DvCOA#liHe3pUYJqjpS8Ik,"5. Акционерное общество для проверки и подтверждения правильности годовой бухгалтерской (финансовой) отчетности должно ежегодно привлекать аудитора, не связанного имущественными интересами с обществом или его участниками.
В случаях и в порядке, которые предусмотрены законом, уставом общества, аудит бухгалтерской (финансовой) отчетности акционерного общества должен быть проведен по требованию акционеров, совокупная доля которых в уставном капитале акционерного общества составляет десять и более процентов.","5. Публичное акционерное общество, а в случаях, предусмотренных законом, и непубличное акционерное общество для проведения аудита годовой бухгалтерской (финансовой) отчетности обязаны ежегодно привлекать аудиторскую организацию, которая должна быть независима в соответствии с законом об аудиторской деятельности.
Аудит бухгалтерской (финансовой) отчетности акционерного общества проводится по требованию акционеров, совокупная доля участия которых в уставном капитале общества составляет десять и более процентов, в отношении публичного акционерного общества аудиторской организацией, а в отношении непубличного акционерного общества аудиторской организацией или индивидуальным аудитором, которые должны быть независимы в соответствии с законом об аудиторской деятельности.","[{'span_1': '5. Акционерное общество для проверки и подтверждения правильности годовой бухгалтерской (финансовой) отчетности должно ежегодно привлекать аудитора, не связанного имущественными интересами с обществом или его участниками.', 'span_2': '5. Публичное акционерное общество, а в случаях, предусмотренных законом, и непубличное акционерное общество для проведения аудита годовой бухгалтерской (финансовой) отчетности обязаны ежегодно привлекать аудиторскую организацию, которая должна быть независима в соответствии с законом об аудиторской деятельности.', 'reasoning': 'Спан 1 представляет общее требование к акционерному обществу привлекать аудитора для проверки отчетности, и говорит о независимости аудитора. Спан 2 уточняет, что речь идет о публичном акционерном обществе, и в случаях, предусмотренных законом, также о непубличном. Также спан 2 требует привлекать именно аудиторскую организацию, и уточняет что независимость определяется согласно закону об аудиторской деятельности.', 'label': 'contradiction'}, {'span_1': 'В случаях и в порядке, которые предусмотрены законом, уставом общества, аудит бухгалтерской (финансовой) отчетности акционерного общества должен быть проведен по требованию акционеров, совокупная доля которых в уставном капитале акционерного общества составляет десять и более процентов.', 'span_2': 'Аудит бухгалтерской (финансовой) отчетности акционерного общества проводится по требованию акционеров, совокупная доля участия которых в уставном капитале общества составляет десять и более процентов, в отношении публичного акционерного общества аудиторской организацией, а в отношении непубличного акционерного общества аудиторской организацией или индивидуальным аудитором, которые должны быть независимы в соответствии с законом об аудиторской деятельности.', 'reasoning': 'Спан 1 говорит о том, что аудит проводится по требованию акционеров с определенной долей участия, но не уточняет, в отношении какого типа общества. Спан 2 расширяет информацию, указывая на состояние дел для публичных и непубличных обществ, и конкретизирует, что аудит проводится аудиторской организацией или индивидуальным аудитором для непубличных обществ.', 'label': 'contradiction'}]"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=410306&from=410706-1083-diff&rnd=9DvCOA#pU5h3pUeqKzdxrfP2,Статья 290. Общее имущество собственников квартир в многоквартирном доме,Статья 290. Общее имущество в многоквартирном доме,"[{'span_1': 'Статья 290. Общее имущество собственников квартир в многоквартирном доме', 'span_2': 'Статья 290. Общее имущество в многоквартирном доме', 'reasoning': 'Первый спан указывает, что это имущество собственников квартир в многоквартирном доме, а второй спан определяет только общее имущество в многоквартирном доме без указания на собственников.', 'label': 'contradiction'}]"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=410306&from=410706-1083-diff&rnd=9DvCOA#pU5h3pUeqKzdxrfP3,"1. Собственникам квартир в многоквартирном доме принадлежат на праве общей долевой собственности общие помещения многоквартирного дома, несущие конструкции дома, механическое, электрическое, санитарно-техническое и иное оборудование за пределами или внутри квартиры, обслуживающее более одной квартиры.","1. Собственникам помещений, машино-мест в многоквартирном доме принадлежат на праве общей долевой собственности общие помещения многоквартирного дома, несущие и ненесущие конструкции, механическое, электрическое, санитарно-техническое и иное оборудование многоквартирного дома, расположенное за пределами или внутри помещений, обслуживающее более одного помещения, машино-места в многоквартирном доме, а также земельный участок, указанный в пункте 2 статьи 287.6 настоящего Кодекса.","[{'span_1': '1. Собственникам квартир в многоквартирном доме принадлежат на праве общей долевой собственности', 'span_2': '1. Собственникам помещений, машино-мест в многоквартирном доме принадлежат на праве общей долевой собственности', 'reasoning': 'Первый спан говорит о владельцах квартир, второй – о владельцах помещений и машино-мест, расширяя категорию собственников.', 'label': 'contradiction'}, {'span_1': 'общие помещения многоквартирного дома,', 'span_2': 'общие помещения многоквартирного дома,', 'reasoning': 'спаны идентичны', 'label': 'equivalent'}, {'span_1': 'несущие конструкции дома,', 'span_2': 'несущие и ненесущие конструкции,', 'reasoning': 'Второй спан расширяет информацию, включая ненесущие конструкции.', 'label': 'addition', 'anchor': 'несущие конструкции'}, {'span_1': 'механическое, электрическое, санитарно-техническое и иное оборудование за пределами или внутри квартиры, обслуживающее более одной квартиры.', 'span_2': 'механическое, электрическое, санитарно-техническое и иное оборудование многоквартирного дома, расположенное за пределами или внутри помещений, обслуживающее более одного помещения, машино-места в многоквартирном доме,', 'reasoning': 'Первый спан говорит об оборудовании внутри или вне квартир, второй – внутри или вне помещений и машино-мест. Также второй спан добавляет, что оборудование многоквартирного дома.', 'label': 'contradiction'}, {'span_1': '', 'span_2': 'а также земельный участок, указанный в пункте 2 статьи 287.6 настоящего Кодекса.', 'reasoning': 'Первый параграф не содержит информации о земельном участке.', 'label': 'addition', 'anchor': 'Собственникам помещений, машино-мест в многоквартирном доме принадлежат на праве общей долевой собственности'}]"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=410306&from=410706-1083-diff&rnd=9DvCOA#pU5h3pUeqKzdxrfP4,"1. Собственникам квартир в многоквартирном доме принадлежат на праве общей долевой собственности общие помещения многоквартирного дома, несущие конструкции дома, механическое, электрическое, санитарно-техническое и иное оборудование за пределами или внутри квартиры, обслуживающее более одной квартиры.","1. Собственникам помещений, машино-мест в многоквартирном доме принадлежат на праве общей долевой собственности общие помещения многоквартирного дома, несущие и ненесущие конструкции, механическое, электрическое, санитарно-техническое и иное оборудование многоквартирного дома, расположенное за пределами или внутри помещений, обслуживающее более одного помещения, машино-места в многоквартирном доме, а также земельный участок, указанный в пункте 2 статьи 287.6 настоящего Кодекса.","[{'span_1': '1. Собственникам квартир в многоквартирном доме принадлежат на праве общей долевой собственности', 'span_2': '1. Собственникам помещений, машино-мест в многоквартирном доме принадлежат на праве общей долевой собственности', 'reasoning': 'Первый спан говорит только о собственниках квартир, второй включает собственников помещений и машино-мест.', 'label': 'contradiction'}, {'span_1': 'общие помещения многоквартирного дома,', 'span_2': 'общие помещения многоквартирного дома,', 'reasoning': 'спаны идентичны', 'label': 'equivalent'}, {'span_1': 'несущие конструкции дома,', 'span_2': 'несущие и ненесущие конструкции,', 'reasoning': 'В первом спане указаны только несущие конструкции, во втором – несущие и ненесущие конструкции.', 'label': 'contradiction'}, {'span_1': 'механическое, электрическое, санитарно-техническое и иное оборудование', 'span_2': 'механическое, электрическое, санитарно-техническое и иное оборудование многоквартирного дома', 'reasoning': 'Во втором спане уточняется, что оборудование принадлежит многоквартирному дому.', 'label': 'equivalent'}, {'span_1': 'за пределами или внутри квартиры,', 'span_2': 'расположенное за пределами или внутри помещений,', 'reasoning': 'Первый спан говорит о местоположении внутри или за пределами квартиры, второй – внутри или за пределами помещений.', 'label': 'contradiction'}, {'span_1': 'обслуживающее более одной квартиры.', 'span_2': 'обслуживающее более одного помещения, машино-места в многоквартирном доме,', 'reasoning': 'Первый спан говорит об обслуживании более одной квартиры, второй – более одного помещения или машино-места.', 'label': 'contradiction'}, {'span_1': '', 'span_2': 'а также земельный участок, указанный в пункте 2 статьи 287.6 настоящего Кодекса.', 'reasoning': 'Второй спан добавляет информацию о земельном участке, указанный в пункте 2 статьи 287.6.', 'label': 'addition', 'anchor': 'Собственникам помещений, машино-мест в многоквартирном доме принадлежат на праве общей долевой собственности'}]"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=410306&from=410706-1083-diff&rnd=9DvCOA#pU5h3pUeqKzdxrfP5,"1. Собственникам квартир в многоквартирном доме принадлежат на праве общей долевой собственности общие помещения многоквартирного дома, несущие конструкции дома, механическое, электрическое, санитарно-техническое и иное оборудование за пределами или внутри квартиры, обслуживающее более одной квартиры.","1. Собственникам помещений, машино-мест в многоквартирном доме принадлежат на праве общей долевой собственности общие помещения многоквартирного дома, несущие и ненесущие конструкции, механическое, электрическое, санитарно-техническое и иное оборудование многоквартирного дома, расположенное за пределами или внутри помещений, обслуживающее более одного помещения, машино-места в многоквартирном доме, а также земельный участок, указанный в пункте 2 статьи 287.6 настоящего Кодекса.","[{'span_1': '1. Собственникам квартир в многоквартирном доме принадлежат на праве общей долевой собственности ', 'span_2': '1. Собственникам помещений, машино-мест в многоквартирном доме принадлежат на праве общей долевой собственности ', 'reasoning': 'Первый спан говорит о собственниках квартир, второй – о собственниках помещений, машино-мест. В остальном информация идентична.', 'label': 'contradiction'}, {'span_1': 'общие помещения многоквартирного дома', 'span_2': 'общие помещения многоквартирного дома', 'reasoning': 'спаны идентичны', 'label': 'equivalent'}, {'span_1': 'несущие конструкции дома', 'span_2': 'несущие и ненесущие конструкции', 'reasoning': 'Первый спан упоминает только несущие конструкции, а второй – несущие и ненесущие конструкции.', 'label': 'contradiction'}, {'span_1': 'механическое, электрическое, санитарно-техническое и иное оборудование за пределами или внутри квартиры, обслуживающее более одной квартиры.', 'span_2': 'механическое, электрическое, санитарно-техническое и иное оборудование многоквартирного дома, расположенное за пределами или внутри помещений, обслуживающее более одного помещения, машино-места в многоквартирном доме,', 'reasoning': 'Оборудование в первом спане связано с квартирами, а во втором с помещениями, машино-местами. Второй спан уточняет, что оборудование обслуживает помещения, машино-места и упоминает многоквартирный дом.', 'label': 'contradiction'}, {'span_1': '', 'span_2': 'а также земельный участок, указанный в пункте 2 статьи 287.6 настоящего Кодекса.', 'reasoning': 'Дополнительная информация о земельном участке.', 'label': 'addition', 'anchor': 'Собственникам помещений, машино-мест в многоквартирном доме принадлежат на праве общей долевой собственности'}]"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=410306&from=410706-1083-diff&rnd=9DvCOA#pU5h3pUeqKzdxrfP6,"1. Собственникам квартир в многоквартирном доме принадлежат на праве общей долевой собственности общие помещения многоквартирного дома, несущие конструкции дома, механическое, электрическое, санитарно-техническое и иное оборудование за пределами или внутри квартиры, обслуживающее более одной квартиры.","1. Собственникам помещений, машино-мест в многоквартирном доме принадлежат на праве общей долевой собственности общие помещения многоквартирного дома, несущие и ненесущие конструкции, механическое, электрическое, санитарно-техническое и иное оборудование многоквартирного дома, расположенное за пределами или внутри помещений, обслуживающее более одного помещения, машино-места в многоквартирном доме, а также земельный участок, указанный в пункте 2 статьи 287.6 настоящего Кодекса.","[{'span_1': '1. Собственникам квартир в многоквартирном доме', 'span_2': '1. Собственникам помещений, машино-мест в многоквартирном доме', 'reasoning': 'Первый спан ограничивается квартирами, тогда как второй включает помещения и машино-места.', 'label': 'contradiction'}, {'span_1': 'принадлежат на праве общей долевой собственности общие помещения многоквартирного дома, несущие конструкции дома, механическое, электрическое, санитарно-техническое и иное оборудование за пределами или внутри квартиры, обслуживающее более одной квартиры.', 'span_2': 'принадлежат на праве общей долевой собственности общие помещения многоквартирного дома, несущие и ненесущие конструкции, механическое, электрическое, санитарно-техническое и иное оборудование многоквартирного дома, расположенное за пределами или внутри помещений, обслуживающее более одного помещения, машино-места в многоквартирном доме,', 'reasoning': 'Второй спан включает несущие и ненесущие конструкции, а также включает машино-места и указывает многоквартирный дом, чего нет в первом.', 'label': 'contradiction'}, {'span_1': '', 'span_2': 'а также земельный участок, указанный в пункте 2 статьи 287.6 настоящего Кодекса.', 'reasoning': 'Второй спан содержит упоминание о земельном участке, которого нет в первом параграфе.', 'label': 'addition', 'anchor': 'принадлежат на праве общей долевой собственности'}]"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=410306&from=410706-1083-diff&rnd=9DvCOA#pU5h3pUeqKzdxrfP7,"2. Собственник квартиры не вправе отчуждать свою долю в праве собственности на общее имущество жилого дома, а также совершать иные действия, влекущие передачу этой доли отдельно от права собственности на квартиру.","2. Собственник помещения, машино-места не вправе отчуждать свою долю в праве собственности на общее имущество многоквартирного дома, а также совершать иные действия, влекущие передачу его доли отдельно от права собственности на помещение, машино-место.","[{'span_1': '2. Собственник квартиры не вправе отчуждать свою долю в праве собственности на общее имущество', 'span_2': '2. Собственник помещения, машино-места не вправе отчуждать свою долю в праве собственности на общее имущество', 'reasoning': 'В первом спане упоминается квартира, а во втором спане – помещение и машино-место. Оба спана касаются невозможности отчуждения доли в праве на общее имущество.', 'label': 'contradiction'}, {'span_1': 'жилого дома, а также совершать иные действия, влекущие передачу этой доли', 'span_2': 'многоквартирного дома, а также совершать иные действия, влекущие передачу его доли', 'reasoning': 'Первый спан упоминает жилой дом, а второй – многоквартирный дом. Оба спана касаются передачи доли.', 'label': 'contradiction'}, {'span_1': 'отдельно от права собственности на квартиру.', 'span_2': 'отдельно от права собственности на помещение, машино-место.', 'reasoning': 'Первый спан упоминает квартиру, а второй – помещение и машино-место.', 'label': 'contradiction'}]"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=410306&from=410706-1083-diff&rnd=9DvCOA#pU5h3pUeqKzdxrfP8,"2. Собственник квартиры не вправе отчуждать свою долю в праве собственности на общее имущество жилого дома, а также совершать иные действия, влекущие передачу этой доли отдельно от права собственности на квартиру.","2. Собственник помещения, машино-места не вправе отчуждать свою долю в праве собственности на общее имущество многоквартирного дома, а также совершать иные действия, влекущие передачу его доли отдельно от права собственности на помещение, машино-место.","[{'span_1': '2. Собственник квартиры не вправе отчуждать свою долю в праве собственности на общее имущество жилого дома,', 'span_2': '2. Собственник помещения, машино-места не вправе отчуждать свою долю в праве собственности на общее имущество многоквартирного дома,', 'reasoning': 'Первый спан говорит о квартире и жилом доме, а второй – о помещении, машино-месте и многоквартирном доме.', 'label': 'contradiction'}, {'span_1': 'а также совершать иные действия, влекущие передачу этой доли отдельно от права собственности на квартиру.', 'span_2': 'а также совершать иные действия, влекущие передачу его доли отдельно от права собственности на помещение, машино-место.', 'reasoning': 'Первый спан говорит о передаче доли отдельно от права собственности на квартиру, а второй – о помещении, машино-месте.', 'label': 'contradiction'}]"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=410306&from=410706-1083-diff&rnd=9DvCOA#pU5h3pUeqKzdxrfP9,"2. Собственник квартиры не вправе отчуждать свою долю в праве собственности на общее имущество жилого дома, а также совершать иные действия, влекущие передачу этой доли отдельно от права собственности на квартиру.","2. Собственник помещения, машино-места не вправе отчуждать свою долю в праве собственности на общее имущество многоквартирного дома, а также совершать иные действия, влекущие передачу его доли отдельно от права собственности на помещение, машино-место.","[{'span_1': '2. Собственник квартиры не вправе отчуждать свою долю в праве собственности на общее имущество жилого дома,', 'span_2': '2. Собственник помещения, машино-места не вправе отчуждать свою долю в праве собственности на общее имущество многоквартирного дома,', 'reasoning': 'Первый спан говорит о владельце квартиры и общем имуществе жилого дома, второй - о владельце помещения и машино-места и общем имуществе многоквартирного дома.', 'label': 'contradiction'}, {'span_1': 'а также совершать иные действия, влекущие передачу этой доли отдельно от права собственности на квартиру.', 'span_2': 'а также совершать иные действия, влекущие передачу его доли отдельно от права собственности на помещение, машино-место.', 'reasoning': 'Первый спан касается передачи доли отдельно от квартиры, второй - отдельно от помещения или машино-места.', 'label': 'contradiction'}]"
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=410706&diff=410306&from=410706-1083-diff&rnd=9DvCOA#pU5h3pUeqKzdxrfP10,"2. Собственник квартиры не вправе отчуждать свою долю в праве собственности на общее имущество жилого дома, а также совершать иные действия, влекущие передачу этой доли отдельно от права собственности на квартиру.","2. Собственник помещения, машино-места не вправе отчуждать свою долю в праве собственности на общее имущество многоквартирного дома, а также совершать иные действия, влекущие передачу его доли отдельно от права собственности на помещение, машино-место.","[{'span_1': '2. Собственник квартиры не вправе отчуждать свою долю в праве собственности на общее имущество', 'span_2': '2. Собственник помещения, машино-места не вправе отчуждать свою долю в праве собственности на общее имущество', 'reasoning': 'Первый спан говорит о владельце квартиры, второй – о владельце помещения или машино-места. Оба спана касаются невозможности отчуждения доли в праве собственности на общее имущество, однако применительно к разным видам недвижимости.', 'label': 'contradiction'}, {'span_1': 'жилого дома', 'span_2': 'многоквартирного дома', 'reasoning': 'Первый спан упоминает жилой дом, второй - многоквартирный дом, что может приводить к различию в смысле, так как жилой дом не обязательно многоквартирный.', 'label': 'contradiction'}, {'span_1': 'а также совершать иные действия, влекущие передачу этой доли отдельно от права собственности на квартиру.', 'span_2': 'а также совершать иные действия, влекущие передачу его доли отдельно от права собственности на помещение, машино-место.', 'reasoning': 'Оба спана касаются запрета на совершение действий, влекущих передачу доли отдельно от права собственности, но один спан касается квартиры, а второй - помещения или машино-места.', 'label': 'contradiction'}]"
