url,paragraph_1,paragraph_2,span_1,span_2,Label,Anchor_span,Unnamed: 7,Easy,subset,Checked
https://www.consultant.ru/cons/cgi/online.cgi?from=495617-152&req=doc&base=LAW&n=483130&diff=495617&rnd=Xqzgfg#3Q50HnUkTZY2EFWb2,"В случае, указанном в настоящем пункте, уведомление о снятии с учета в налоговом органе иностранного гражданина, лица без гражданства организации (индивидуальному предпринимателю), являвшейся источником выплаты доходов этим иностранному гражданину, лицу без гражданства, не направляется.","В случае, указанном в настоящем пункте, выписка из Единого государственного реестра налогоплательщиков, содержащая сведения о снятии с учета в налоговом органе иностранного гражданина, лица без гражданства организации (индивидуальному предпринимателю), являвшейся источником выплаты доходов этим иностранному гражданину, лицу без гражданства, не направляется.",уведомление о снятии с учета в налоговом органе иностранного гражданина,"выписка из Единого государственного реестра налогоплательщиков, содержащая сведения о снятии с учета в налоговом органе иностранного гражданина",Contradiction,,,1.0,Налоговый кодекс,
https://www.consultant.ru/cons/cgi/online.cgi?from=495617-152&req=doc&base=LAW&n=483130&diff=495617&rnd=Xqzgfg#3Q50HnUkTZY2EFWb2,"8. На основе данных учета федеральный орган исполнительной власти, уполномоченный по контролю и надзору в области налогов и сборов, ведет Единый государственный реестр налогоплательщиков в порядке, установленном федеральным органом исполнительной власти, уполномоченным по контролю и надзору в области налогов и сборов. Состав сведений, содержащихся в Едином государственном реестре налогоплательщиков, определяется федеральным органом исполнительной власти, уполномоченным по контролю и надзору в области налогов и сборов.","8. На основе данных учета федеральный орган исполнительной власти, уполномоченный по контролю и надзору в области налогов и сборов, ведет Единый государственный реестр налогоплательщиков в установленном им порядке. Состав сведений, содержащихся в Едином государственном реестре налогоплательщиков, определяется федеральным органом исполнительной власти, уполномоченным по контролю и надзору в области налогов и сборов.","ведет Единый государственный реестр налогоплательщиков в порядке, установленном федеральным органом исполнительной власти, уполномоченным по контролю и надзору в области налогов и сборов.",ведет Единый государственный реестр налогоплательщиков в установленном им порядке.,Contradiction,,,1.0,Налоговый кодекс,
https://www.consultant.ru/cons/cgi/online.cgi?from=495617-152&req=doc&base=LAW&n=483130&diff=495617&rnd=Xqzgfg#3Q50HnUkTZY2EFWb2,"4. Органы, осуществляющие государственный кадастровый учет и государственную регистрацию прав на недвижимое имущество, органы (организации, должностные лица), осуществляющие государственную регистрацию транспортных средств, обязаны сообщать имеющиеся у них сведения о зарегистрированных недвижимом имуществе и транспортных средствах (правах и зарегистрированных сделках в отношении недвижимого имущества и транспортных средств), и об их владельцах в федеральный орган исполнительной власти, уполномоченный по контролю и надзору в области налогов и сборов, или его территориальные органы в течение 10 дней со дня соответствующей регистрации, а также ежегодно до 15 февраля представлять указанные сведения по состоянию на 1 января текущего года и (или) за иные периоды, определенные взаимодействующими органами (организациями, должностными лицами).","4. Органы, осуществляющие государственный кадастровый учет и государственную регистрацию прав на недвижимое имущество, органы (организации, должностные лица), осуществляющие государственную регистрацию транспортных средств (за исключением исполнительных органов субъектов Российской Федерации, уполномоченных на осуществление регионального государственного контроля (надзора) в области технического состояния и эксплуатации самоходных машин и других видов техники), обязаны сообщать имеющиеся у них сведения о зарегистрированных недвижимом имуществе и транспортных средствах (правах и зарегистрированных сделках в отношении недвижимого имущества и транспортных средств), и об их владельцах в федеральный орган исполнительной власти, уполномоченный по контролю и надзору в области налогов и сборов, или его территориальные органы в течение 10 дней со дня соответствующей регистрации, а также ежегодно до 15 февраля представлять указанные сведения по состоянию на 1 января текущего года и (или) за иные периоды, определенные взаимодействующими органами (организациями, должностными лицами).",,"(за исключением исполнительных органов субъектов Российской Федерации, уполномоченных на осуществление регионального государственного контроля (надзора) в области технического состояния и эксплуатации самоходных машин и других видов техники)",Addition,"органы (организации, должностные лица), осуществляющие государственную регистрацию транспортных средств",,1.0,Налоговый кодекс,
https://www.consultant.ru/cons/cgi/online.cgi?from=495617-152&req=doc&base=LAW&n=483130&diff=495617&rnd=Xqzgfg#3Q50HnUkTZY2EFWb2,3) копия свидетельства о постановке организации на учет в налоговом органе;,"3) документ, подтверждающий постановку на учет в налоговом органе;",3) копия свидетельства о постановке организации на учет в налоговом органе;,"3) документ, подтверждающий постановку на учет в налоговом органе;",Contradiction,,,1.0,Налоговый кодекс,
https://www.consultant.ru/cons/cgi/online.cgi?from=495617-152&req=doc&base=LAW&n=483130&diff=495617&rnd=Xqzgfg#3Q50HnUkTZY2EFWb2,"2. Налоговый орган обязан осуществить постановку на учет физического лица на основании заявления этого физического лица, поданного в соответствии с пунктами 6, 7 или 7.2 статьи 83 настоящего Кодекса, в течение пяти дней со дня получения указанного заявления налоговым органом и в тот же срок выдать ему свидетельство о постановке на учет в налоговом органе (если ранее указанное свидетельство не выдавалось) или уведомление о постановке на учет. В случае, если заявление физического лица направлено по почте заказным письмом либо передано в электронной форме по телекоммуникационным каналам связи или с использованием единого портала государственных и муниципальных услуг в налоговый орган, налоговый орган осуществляет постановку на учет физического лица на основании такого заявления в течение пяти дней со дня получения от органов, указанных в пунктах 3 и 8 статьи 85 настоящего Кодекса, подтверждения содержащихся в этом заявлении сведений и в тот же срок выдает (направляет) физическому лицу свидетельство о постановке на учет в налоговом органе (если ранее указанное свидетельство не выдавалось) или уведомление о постановке на учет.","2. Налоговый орган обязан осуществить постановку на учет физического лица на основании заявления этого физического лица, поданного в соответствии с пунктами 6, 7 или 7.2 статьи 83 настоящего Кодекса, в течение пяти дней со дня получения указанного заявления налоговым органом и в тот же срок выдать (направить) ему выписку из Единого государственного реестра налогоплательщиков, содержащую сведения о постановке на учет в налоговом органе. В случае, если заявление физического лица направлено по почте заказным письмом либо передано в электронной форме по телекоммуникационным каналам связи или с использованием единого портала государственных и муниципальных услуг в налоговый орган, налоговый орган осуществляет постановку на учет физического лица на основании такого заявления в течение пяти дней со дня получения от органов, указанных в пунктах 3 и 8 статьи 85 настоящего Кодекса, подтверждения содержащихся в этом заявлении сведений и в тот же срок выдает (направляет) физическому лицу выписку из Единого государственного реестра налогоплательщиков, содержащую сведения о постановке на учет в налоговом органе.",(если ранее указанное свидетельство не выдавалось) или уведомление о постановке на учет,,Addition,и в тот же срок выдать ему свидетельство о постановке на учет в налоговом органе,,1.0,Налоговый кодекс,
https://www.consultant.ru/cons/cgi/online.cgi?from=495617-152&req=doc&base=LAW&n=483130&diff=495617&rnd=Xqzgfg#3Q50HnUkTZY2EFWb2,"2. Налоговый орган обязан осуществить постановку на учет физического лица на основании заявления этого физического лица, поданного в соответствии с пунктами 6, 7 или 7.2 статьи 83 настоящего Кодекса, в течение пяти дней со дня получения указанного заявления налоговым органом и в тот же срок выдать ему свидетельство о постановке на учет в налоговом органе (если ранее указанное свидетельство не выдавалось) или уведомление о постановке на учет. В случае, если заявление физического лица направлено по почте заказным письмом либо передано в электронной форме по телекоммуникационным каналам связи или с использованием единого портала государственных и муниципальных услуг в налоговый орган, налоговый орган осуществляет постановку на учет физического лица на основании такого заявления в течение пяти дней со дня получения от органов, указанных в пунктах 3 и 8 статьи 85 настоящего Кодекса, подтверждения содержащихся в этом заявлении сведений и в тот же срок выдает (направляет) физическому лицу свидетельство о постановке на учет в налоговом органе (если ранее указанное свидетельство не выдавалось) или уведомление о постановке на учет.","2. Налоговый орган обязан осуществить постановку на учет физического лица на основании заявления этого физического лица, поданного в соответствии с пунктами 6, 7 или 7.2 статьи 83 настоящего Кодекса, в течение пяти дней со дня получения указанного заявления налоговым органом и в тот же срок выдать (направить) ему выписку из Единого государственного реестра налогоплательщиков, содержащую сведения о постановке на учет в налоговом органе. В случае, если заявление физического лица направлено по почте заказным письмом либо передано в электронной форме по телекоммуникационным каналам связи или с использованием единого портала государственных и муниципальных услуг в налоговый орган, налоговый орган осуществляет постановку на учет физического лица на основании такого заявления в течение пяти дней со дня получения от органов, указанных в пунктах 3 и 8 статьи 85 настоящего Кодекса, подтверждения содержащихся в этом заявлении сведений и в тот же срок выдает (направляет) физическому лицу выписку из Единого государственного реестра налогоплательщиков, содержащую сведения о постановке на учет в налоговом органе.",(если ранее указанное свидетельство не выдавалось) или уведомление о постановке на учет,,Addition,и в тот же срок выдает (направляет) физическому лицу свидетельство о постановке на учет в налоговом органе,,1.0,Налоговый кодекс,
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=493279&diff=502632&from=502632-1940-diff&rnd=l8AgRg#RHZ5ZoUAxpG4gBJQ1,"Контроль за выполнением коллективного договора, соглашения осуществляется сторонами социального партнерства, их представителями, соответствующими органами по труду.
При проведении указанного контроля представители сторон обязаны предоставлять друг другу, а также соответствующим органам по труду необходимую для этого информацию не позднее одного месяца со дня получения соответствующего запроса.","Контроль за выполнением коллективного договора, соглашения осуществляется сторонами социального партнерства, их представителями, соответствующими органами по труду. При проведении указанного в части первой настоящей статьи контроля представители сторон обязаны предоставлять друг другу, а также соответствующим органам по труду необходимую для этого информацию не позднее одного месяца со дня получения соответствующего запроса. Стороны осуществляют указанный контроль в порядке, установленном сторонами. Такой порядок может быть также установлен коллективным договором, соглашением.", ,в части первой настоящей статьи,Addition,При проведении указанного,,1.0,Трудовой кодекс,1.0
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=493279&diff=502632&from=502632-1940-diff&rnd=l8AgRg#RHZ5ZoUAxpG4gBJQ1,"Контроль за выполнением коллективного договора, соглашения осуществляется сторонами социального партнерства, их представителями, соответствующими органами по труду.
При проведении указанного контроля представители сторон обязаны предоставлять друг другу, а также соответствующим органам по труду необходимую для этого информацию не позднее одного месяца со дня получения соответствующего запроса.","Контроль за выполнением коллективного договора, соглашения осуществляется сторонами социального партнерства, их представителями, соответствующими органами по труду.
При проведении указанного в части первой настоящей статьи контроля представители сторон обязаны предоставлять друг другу, а также соответствующим органам по труду необходимую для этого информацию не позднее одного месяца со дня получения соответствующего запроса. Стороны осуществляют указанный контроль в порядке, установленном сторонами. Такой порядок может быть также установлен коллективным договором, соглашением.", ,"Стороны осуществляют указанный контроль в порядке, установленном сторонами. Такой порядок может быть также установлен коллективным договором, соглашением.",Addition,При проведении указанного в части первой настоящей статьи контроля,,1.0,Трудовой кодекс,1.0
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=493279&diff=502632&from=502632-1940-diff&rnd=l8AgRg#RHZ5ZoUAxpG4gBJQ1,1) призыв работника на военную службу (за исключением призыва работника на военную службу по мобилизации) или направление его на заменяющую ее альтернативную гражданскую службу;,1) призыв работника на военную службу (за исключением призыва работника на военную службу по мобилизации или направления на службу в войска национальной гвардии Российской Федерации по мобилизации) или направление его на заменяющую ее альтернативную гражданскую службу;, ,или направления на службу в войска национальной гвардии Российской Федерации по мобилизации,Addition,за исключением ,,1.0,Трудовой кодекс,1.0
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=493279&diff=502632&from=502632-1940-diff&rnd=l8AgRg#RHZ5ZoUAxpG4gBJQ1,"При равной производительности труда и квалификации предпочтение в оставлении на работе отдается: семейным - при наличии двух или более иждивенцев (нетрудоспособных членов семьи, находящихся на полном содержании работника или получающих от него помощь, которая является для них постоянным и основным источником средств к существованию); лицам, в семье которых нет других работников с самостоятельным заработком; работникам, получившим в период работы у данного работодателя трудовое увечье или профессиональное заболевание; инвалидам Великой Отечественной войны и инвалидам боевых действий по защите Отечества; работникам, повышающим свою квалификацию по направлению работодателя без отрыва от работы; родителю, имеющему ребенка в возрасте до восемнадцати лет, в случае, если другой родитель призван на военную службу по мобилизации или проходит военную службу по контракту, заключенному в соответствии с пунктом 7 статьи 38 Федерального закона от 28 марта 1998 года N 53-ФЗ ""О воинской обязанности и военной службе"", либо заключил контракт о добровольном содействии в выполнении задач, возложенных на Вооруженные Силы Российской Федерации или войска национальной гвардии Российской Федерации.","При равной производительности труда и квалификации предпочтение в оставлении на работе отдается: семейным - при наличии двух или более иждивенцев (нетрудоспособных членов семьи, находящихся на полном содержании работника или получающих от него помощь, которая является для них постоянным и основным источником средств к существованию); лицам, в семье которых нет других работников с самостоятельным заработком; работникам, получившим в период работы у данного работодателя трудовое увечье или профессиональное заболевание; инвалидам Великой Отечественной войны и инвалидам боевых действий по защите Отечества; работникам, повышающим свою квалификацию по направлению работодателя без отрыва от работы; родителю, имеющему ребенка в возрасте до восемнадцати лет, в случае, если другой родитель призван на военную службу по мобилизации, направлен на службу в войска национальной гвардии Российской Федерации по мобилизации или заключил контракт о прохождении военной службы в период мобилизации, в период военного положения или в военное время либо заключил контракт о добровольном содействии в выполнении задач, возложенных на Вооруженные Силы Российской Федерации или войска национальной гвардии Российской Федерации.","или проходит военную службу по контракту, заключенному в соответствии с пунктом 7 статьи 38 Федерального закона от 28 марта 1998 года N 53-ФЗ ""О воинской обязанности и военной службе""","\направлен на службу в войска национальной гвардии Российской Федерации по мобилизации или заключил контракт о прохождении военной службы в период мобилизации, в период военного положения или в военное время",Contradiction,,,1.0,Трудовой кодекс,1.0
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=493279&diff=502632&from=502632-1940-diff&rnd=l8AgRg#RHZ5ZoUAxpG4gBJQ1,"Гарантии, предусмотренные частью второй настоящей статьи, предоставляются также работникам, имеющим детей-инвалидов, работникам, осуществляющим уход за больными членами их семей в соответствии с медицинским заключением, выданным в порядке, установленном федеральными законами и иными нормативными правовыми актами Российской Федерации, матерям и отцам, воспитывающим без супруга (супруги) детей в возрасте до четырнадцати лет, опекунам детей указанного возраста, родителю, имеющему ребенка в возрасте до четырнадцати лет, в случае, если другой родитель работает вахтовым методом, призван на военную службу по мобилизации или проходит военную службу по контракту, заключенному в соответствии с пунктом 7 статьи 38 Федерального закона от 28 марта 1998 года N 53-ФЗ ""О воинской обязанности и военной службе"", либо заключил контракт о добровольном содействии в выполнении задач, возложенных на Вооруженные Силы Российской Федерации или войска национальной гвардии Российской Федерации, а также работникам, имеющим трех и более детей в возрасте до восемнадцати лет, в период до достижения младшим из детей возраста четырнадцати лет.","Гарантии, предусмотренные частью второй настоящей статьи, предоставляются также работникам, имеющим детей-инвалидов, работникам, осуществляющим уход за больными членами их семей в соответствии с медицинским заключением, выданным в порядке, установленном федеральными законами и иными нормативными правовыми актами Российской Федерации, матерям и отцам, воспитывающим без супруга (супруги) детей в возрасте до четырнадцати лет, опекунам детей указанного возраста, родителю, имеющему ребенка в возрасте до четырнадцати лет, в случае, если другой родитель работает вахтовым методом, призван на военную службу по мобилизации, направлен на службу в войска национальной гвардии Российской Федерации по мобилизации или заключил контракт о прохождении военной службы в период мобилизации, в период военного положения или в военное время либо заключил контракт о добровольном содействии в выполнении задач, возложенных на Вооруженные Силы Российской Федерации или войска национальной гвардии Российской Федерации, а также работникам, имеющим трех и более детей в возрасте до восемнадцати лет, в период до достижения младшим из детей возраста четырнадцати лет.","или проходит военную службу по контракту, заключенному в соответствии с пунктом 7 статьи 38 Федерального закона от 28 марта 1998 года N 53-ФЗ ""О воинской обязанности и военной службе""","направлен на службу в войска национальной гвардии Российской Федерации по мобилизации или заключил контракт о прохождении военной службы в период мобилизации, в период военного положения или в военное время",Contradiction,,,1.0,Трудовой кодекс,1.0
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=493279&diff=502632&from=502632-1940-diff&rnd=l8AgRg#RHZ5ZoUAxpG4gBJQ1,"Статья 351.7. Особенности обеспечения трудовых прав работников, призванных на военную службу по мобилизации или поступивших на военную службу по контракту либо заключивших контракт о добровольном содействии в выполнении задач, возложенных на Вооруженные Силы Российской Федерации или войска национальной гвардии Российской Федерации","Статья 351.7. Особенности обеспечения трудовых прав работников, призванных на военную службу по мобилизации, направленных на службу в войска национальной гвардии Российской Федерации по мобилизации или поступивших на военную службу по контракту в период мобилизации, в период военного положения или в военное время либо заключивших контракт о добровольном содействии в выполнении задач, возложенных на Вооруженные Силы Российской Федерации или войска национальной гвардии Российской Федерации", ,направленных на службу в войска национальной гвардии Российской Федерации по мобилизации,Addition,Особенности обеспечения трудовых прав работников,,1.0,Трудовой кодекс,1.0
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=493279&diff=502632&from=502632-1940-diff&rnd=l8AgRg#RHZ5ZoUAxpG4gBJQ1,"Статья 351.7. Особенности обеспечения трудовых прав работников, призванных на военную службу по мобилизации или поступивших на военную службу по контракту либо заключивших контракт о добровольном содействии в выполнении задач, возложенных на Вооруженные Силы Российской Федерации или войска национальной гвардии Российской Федерации","Статья 351.7. Особенности обеспечения трудовых прав работников, призванных на военную службу по мобилизации, направленных на службу в войска национальной гвардии Российской Федерации по мобилизации или поступивших на военную службу по контракту в период мобилизации, в период военного положения или в военное время либо заключивших контракт о добровольном содействии в выполнении задач, возложенных на Вооруженные Силы Российской Федерации или войска национальной гвардии Российской Федерации", ,"в период мобилизации, в период военного положения или в военное время",Addition,поступивших на военную службу по контракту,,1.0,Трудовой кодекс,1.0
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=493279&diff=502632&from=502632-1940-diff&rnd=l8AgRg#RHZ5ZoUAxpG4gBJQ1,"Предметом федерального государственного контроля (надзора) за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права, является соблюдение работодателями требований трудового законодательства, включая законодательство о специальной оценке условий труда, иных нормативных правовых актов, содержащих нормы трудового права, обязательств перед работниками по соглашению в части обязанностей работодателя, установленных частями первой, третьей и четвертой настоящего Кодекса.","Предметом федерального государственного контроля (надзора) за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права, является соблюдение работодателями требований трудового законодательства, включая законодательство о специальной оценке условий труда, иных нормативных правовых актов, содержащих нормы трудового права, обязательств перед работниками по соглашению в части обязанностей работодателя, установленных частями первой, третьей и четвертой настоящего Кодекса, а также соблюдение организациями, проводящими специальную оценку условий труда, обязательных требований, установленных законодательством о специальной оценке условий труда.", ,"а также соблюдение организациями, проводящими специальную оценку условий труда, обязательных требований, установленных законодательством о специальной оценке условий труда.",Addition,"Предметом федерального государственного контроля (надзора) за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права, является",,1.0,Трудовой кодекс,1.0
https://www.consultant.ru/cons/cgi/online.cgi?req=doc&base=LAW&n=493279&diff=493198&from=493279-1951-diff&rnd=l8AgRg#s4lLZoU73mLRUeAE,"Частное агентство занятости или другое юридическое лицо, которые в соответствии с законодательством Российской Федерации о занятости населения в Российской Федерации вправе осуществлять деятельность по предоставлению труда работников (персонала), в целях осуществления такой деятельности имеют право в случаях, на условиях и в порядке, которые установлены настоящей главой, направлять временно своих работников с их согласия к физическому лицу или юридическому лицу, не являющимся работодателями данных работников (далее также - принимающая сторона), для выполнения работниками определенных их трудовыми договорами трудовых функций в интересах, под управлением и контролем указанных физического лица или юридического лица.","Частное агентство занятости или другое юридическое лицо, которые в соответствии с настоящей главой вправе осуществлять деятельность по предоставлению труда работников (персонала) (далее также - направляющая сторона), в целях осуществления такой деятельности имеют право в случаях, на условиях и в порядке, которые установлены настоящей главой, направлять временно своих работников с их согласия к физическому лицу или юридическому лицу, не являющимся работодателями данных работников (далее также - принимающая сторона), для выполнения работниками определенных их трудовыми договорами трудовых функций в интересах, под управлением и контролем указанных физического лица или юридического лица.",которые в соответствии с законодательством Российской Федерации о занятости населения в Российской Федерации,которые в соответствии с настоящей главой ,Contradiction,,,1.0,Трудовой кодекс,1.0
